Season,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls_2,Ast_2,G+A_2,G-PK_2,G+A-PK,Matches,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,xG_2,xAG_2,xG+xAG,npxG_2,npxG+xAG_2
2007-2008,Tomasz Kuszczak,pl POL,GK,Manchester Utd,25,1982,9,8,765,8.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Dirk Kuyt,nl NED,"DF,FW",Liverpool,27,1980,32,24,"2,166",24.1,3,4,7,1,2,2,2,0,0.12,0.17,0.29,0.04,0.21,Matches,,,,,,,,,,,,
2007-2008,Ulises de la Cruz,ec ECU,DF,Reading,33,1974,6,3,340,3.8,0,1,1,0,0,0,2,0,0.00,0.26,0.26,0.00,0.26,Matches,,,,,,,,,,,,
2007-2008,Frank Lampard,eng ENG,MF,Chelsea,29,1978,24,23,"1,955",21.7,10,8,18,6,4,4,4,1,0.46,0.37,0.83,0.28,0.64,Matches,,,,,,,,,,,,
2007-2008,Denny Landzaat,nl NED,MF,Wigan Athletic,31,1976,19,19,"1,579",17.5,3,0,3,2,1,1,2,0,0.17,0.00,0.17,0.11,0.11,Matches,,,,,,,,,,,,
2007-2008,Seb Larsson,se SWE,MF,Birmingham City,22,1985,35,32,"2,665",29.6,6,5,11,6,0,0,5,0,0.20,0.17,0.37,0.20,0.37,Matches,,,,,,,,,,,,
2007-2008,Lauren,cm CMR,DF,Portsmouth,30,1977,15,11,978,10.9,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Martin Laursen,dk DEN,DF,Aston Villa,30,1977,38,38,"3,368",37.4,6,2,8,6,0,0,1,0,0.16,0.05,0.21,0.16,0.21,Matches,,,,,,,,,,,,
2007-2008,Dean Leacock,eng ENG,"DF,MF",Derby County,23,1984,26,22,"2,001",22.2,0,2,2,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,Matches,,,,,,,,,,,,
2007-2008,Grant Leadbitter,eng ENG,MF,Sunderland,21,1986,31,17,"1,896",21.1,2,4,6,2,0,0,5,0,0.09,0.19,0.28,0.09,0.28,Matches,,,,,,,,,,,,
2007-2008,Jens Lehmann,de GER,GK,Arsenal,37,1969,7,6,562,6.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Lucas Leiva,br BRA,MF,Liverpool,20,1987,18,12,"1,110",12.3,0,4,4,0,0,0,0,0,0.00,0.32,0.32,0.00,0.32,Matches,,,,,,,,,,,,
2007-2008,Aaron Lennon,eng ENG,"FW,MF",Tottenham,20,1987,29,25,"2,128",23.6,2,3,5,2,0,0,1,0,0.08,0.13,0.21,0.08,0.21,Matches,,,,,,,,,,,,
2007-2008,Joleon Lescott,eng ENG,DF,Everton,24,1982,38,37,"3,375",37.5,8,1,9,8,0,0,3,0,0.21,0.03,0.24,0.21,0.24,Matches,,,,,,,,,,,,
2007-2008,Eddie Lewis,us USA,MF,Derby County,33,1974,24,22,"1,903",21.1,0,1,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,,,,,,,
2007-2008,Leroy Lita,eng ENG,FW,Reading,22,1984,14,10,889,9.9,1,2,3,1,0,0,1,0,0.10,0.20,0.30,0.10,0.30,Matches,,,,,,,,,,,,
2007-2008,Glen Little,eng ENG,MF,Reading,31,1975,2,0,53,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Freddie Ljungberg,se SWE,"FW,MF",West Ham,30,1977,25,22,"1,853",20.6,2,3,5,2,0,0,3,0,0.10,0.15,0.24,0.10,0.24,Matches,,,,,,,,,,,,
2007-2008,Shane Long,ie IRL,FW,Reading,20,1987,29,7,775,8.6,3,2,5,3,0,0,5,0,0.35,0.23,0.58,0.35,0.58,Matches,,,,,,,,,,,,
2007-2008,Kazenga LuaLua,cd COD,"FW,MF",Newcastle Utd,16,1990,2,0,23,0.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Jon Macken,ie IRL,FW,Derby County,29,1977,3,0,44,0.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Claude Makélélé,fr FRA,MF,Chelsea,34,1973,18,15,"1,221",13.6,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Steed Malbranque,fr FRA,MF,Tottenham,27,1980,37,35,"2,840",31.6,4,2,6,4,0,0,4,0,0.13,0.06,0.19,0.13,0.19,Matches,,,,,,,,,,,,
2007-2008,Bob Malcolm,sct SCO,"DF,MF",Derby County,26,1980,1,1,58,0.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Shaun Maloney,sct SCO,"FW,MF",Aston Villa,24,1983,22,11,995,11.1,4,1,5,4,0,0,0,0,0.36,0.09,0.45,0.36,0.45,Matches,,,,,,,,,,,,
2007-2008,Florent Malouda,fr FRA,"FW,MF",Chelsea,27,1980,21,16,"1,391",15.5,2,1,3,2,0,0,2,0,0.13,0.06,0.19,0.13,0.19,Matches,,,,,,,,,,,,
2007-2008,Obafemi Martins,ng NGA,FW,Newcastle Utd,22,1984,31,23,"2,050",22.8,9,2,11,8,1,1,1,0,0.40,0.09,0.48,0.35,0.44,Matches,,,,,,,,,,,,
2007-2008,Javier Mascherano,ar ARG,"DF,MF",Liverpool,23,1984,25,25,"2,154",23.9,1,1,2,1,0,0,6,1,0.04,0.04,0.08,0.04,0.08,Matches,,,,,,,,,,,,
2007-2008,Marek Matějovský,cz CZE,MF,Reading,25,1981,14,10,874,9.7,1,0,1,1,0,0,3,1,0.10,0.00,0.10,0.10,0.10,Matches,,,,,,,,,,,,
2007-2008,Brian McBride,us USA,FW,Fulham,35,1972,17,14,"1,204",13.4,4,0,4,4,0,0,2,0,0.30,0.00,0.30,0.30,0.30,Matches,,,,,,,,,,,,
2007-2008,Gavin McCann,eng ENG,MF,Bolton,29,1978,31,21,"2,020",22.4,1,0,1,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches,,,,,,,,,,,,
2007-2008,Benni McCarthy,za RSA,FW,Blackburn,29,1977,31,21,"1,680",18.7,8,0,8,3,5,6,1,0,0.43,0.00,0.43,0.16,0.16,Matches,,,,,,,,,,,,
2007-2008,George McCartney,nir NIR,DF,West Ham,26,1981,38,38,"3,225",35.8,1,4,5,1,0,0,4,0,0.03,0.11,0.14,0.03,0.14,Matches,,,,,,,,,,,,
2007-2008,Jay McEveley,sct SCO,DF,Derby County,22,1985,29,21,"1,921",21.3,2,0,2,2,0,0,6,0,0.09,0.00,0.09,0.09,0.09,Matches,,,,,,,,,,,,
2007-2008,James McFadden,sct SCO,"FW,MF",Everton,24,1983,12,5,474,5.3,2,1,3,2,0,0,2,0,0.38,0.19,0.57,0.38,0.57,Matches,,,,,,,,,,,,
2007-2008,James McFadden,sct SCO,"FW,MF",Birmingham City,24,1983,12,10,922,10.2,4,3,7,2,2,2,2,0,0.39,0.29,0.68,0.20,0.49,Matches,,,,,,,,,,,,
2007-2008,Tony McMahon,eng ENG,"DF,MF",Middlesbrough,21,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Paul McShane,ie IRL,DF,Sunderland,21,1986,21,20,"1,764",19.6,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Gary McSheffrey,eng ENG,"FW,MF",Birmingham City,24,1982,32,24,"2,045",22.7,3,3,6,0,3,3,4,0,0.13,0.13,0.26,0.00,0.13,Matches,,,,,,,,,,,,
2007-2008,Tyrone Mears,jm JAM,DF,Derby County,24,1983,25,22,"2,010",22.3,1,1,2,1,0,0,2,0,0.04,0.04,0.09,0.04,0.09,Matches,,,,,,,,,,,,
2007-2008,Abdoulaye Méïté,ci CIV,DF,Bolton,26,1980,21,21,"1,800",20.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Mario Melchiot,nl NED,DF,Wigan Athletic,30,1976,31,31,"2,633",29.3,0,1,1,0,0,0,2,1,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,,,,,,
2007-2008,Olof Mellberg,se SWE,"DF,MF",Aston Villa,29,1977,34,33,"2,963",32.9,2,1,3,2,0,0,5,1,0.06,0.03,0.09,0.06,0.09,Matches,,,,,,,,,,,,
2007-2008,Pedro Mendes,pt POR,MF,Portsmouth,28,1979,18,14,"1,221",13.6,0,4,4,0,0,0,3,0,0.00,0.29,0.29,0.00,0.29,Matches,,,,,,,,,,,,
2007-2008,Ľubomír Michalík,sk SVK,DF,Bolton,23,1983,7,5,496,5.5,0,1,1,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,,,,,,,,,,,,
2007-2008,Mido,eg EGY,FW,Middlesbrough,24,1983,12,8,746,8.3,2,0,2,2,0,0,4,1,0.24,0.00,0.24,0.24,0.24,Matches,,,,,,,,,,,,
2007-2008,Kenny Miller,sct SCO,FW,Derby County,27,1979,30,30,"2,555",28.4,4,1,5,4,0,0,4,0,0.14,0.04,0.18,0.14,0.18,Matches,,,,,,,,,,,,
2007-2008,Liam Miller,ie IRL,MF,Sunderland,26,1981,24,16,"1,605",17.8,1,2,3,1,0,0,3,1,0.06,0.11,0.17,0.06,0.17,Matches,,,,,,,,,,,,
2007-2008,Danny Mills,eng ENG,DF,Derby County,30,1977,2,2,121,1.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,James Milner,eng ENG,"DF,MF",Newcastle Utd,21,1986,29,25,"2,227",24.7,2,2,4,2,0,0,3,0,0.08,0.08,0.16,0.08,0.16,Matches,,,,,,,,,,,,
2007-2008,Aaron Mokoena,za RSA,"DF,MF",Blackburn,26,1980,18,8,765,8.5,0,1,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches,,,,,,,,,,,,
2007-2008,Darren Moore,jm JAM,DF,Derby County,33,1974,31,29,"2,466",27.4,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Luke Moore,eng ENG,FW,Aston Villa,21,1986,15,8,842,9.4,1,0,1,1,0,0,1,0,0.11,0.00,0.11,0.11,0.11,Matches,,,,,,,,,,,,
2007-2008,Émile Mpenza,be BEL,FW,Manchester City,29,1978,15,8,743,8.3,2,0,2,2,0,0,0,0,0.24,0.00,0.24,0.24,0.24,Matches,,,,,,,,,,,,
2007-2008,Fabrice Muamba,eng ENG,MF,Birmingham City,19,1988,37,37,"3,196",35.5,2,1,3,2,0,0,5,0,0.06,0.03,0.08,0.06,0.08,Matches,,,,,,,,,,,,
2007-2008,Hayden Mullins,eng ENG,MF,West Ham,28,1979,34,32,"2,803",31.1,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Sulley Muntari,gh GHA,MF,Portsmouth,22,1984,29,27,"2,369",26.3,4,3,7,3,1,1,6,2,0.15,0.11,0.27,0.11,0.23,Matches,,,,,,,,,,,,
2007-2008,Danny Murphy,eng ENG,MF,Fulham,30,1977,33,28,"2,470",27.4,5,1,6,3,2,3,4,0,0.18,0.04,0.22,0.11,0.15,Matches,,,,,,,,,,,,
2007-2008,Daryl Murphy,ie IRL,"FW,MF",Sunderland,24,1983,28,20,"1,804",20.0,4,3,7,4,0,0,2,0,0.20,0.15,0.35,0.20,0.35,Matches,,,,,,,,,,,,
2007-2008,David Murphy,eng ENG,DF,Birmingham City,23,1984,14,14,"1,260",14.0,1,2,3,1,0,0,2,0,0.07,0.14,0.21,0.07,0.21,Matches,,,,,,,,,,,,
2007-2008,Graeme Murty,sct SCO,DF,Reading,32,1974,28,28,"2,420",26.9,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Arnold Mvuemba,cd COD,"FW,MF",Portsmouth,22,1985,8,3,316,3.5,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Benjani Mwaruwari,zw ZIM,FW,Portsmouth,28,1978,23,21,"1,833",20.4,12,1,13,12,0,1,1,0,0.59,0.05,0.64,0.59,0.64,Matches,,,,,,,,,,,,
2007-2008,Benjani Mwaruwari,zw ZIM,FW,Manchester City,28,1978,13,13,"1,063",11.8,3,1,4,3,0,0,0,0,0.25,0.08,0.34,0.25,0.34,Matches,,,,,,,,,,,,
2007-2008,Charles N'Zogbia,fr FRA,"DF,FW",Newcastle Utd,21,1986,32,27,"2,441",27.1,3,2,5,3,0,0,5,0,0.11,0.07,0.18,0.11,0.18,Matches,,,,,,,,,,,,
2007-2008,Mehdi Nafti,tn TUN,MF,Birmingham City,28,1978,26,19,"1,765",19.6,0,1,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches,,,,,,,,,,,,
2007-2008,Nani,pt POR,"FW,MF",Manchester Utd,20,1986,26,16,"1,573",17.5,3,9,12,3,0,0,2,1,0.17,0.51,0.69,0.17,0.69,Matches,,,,,,,,,,,,
2007-2008,Lucas Neill,au AUS,DF,West Ham,29,1978,34,34,"3,060",34.0,0,2,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches,,,,,,,,,,,,
2007-2008,Ryan Nelsen,nz NZL,DF,Blackburn,29,1977,22,22,"1,936",21.5,0,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Phil Neville,eng ENG,"DF,MF",Everton,30,1977,37,37,"3,238",36.0,2,2,4,2,0,0,4,1,0.06,0.06,0.11,0.06,0.11,Matches,,,,,,,,,,,,
2007-2008,Erik Nevland,no NOR,FW,Fulham,29,1977,8,2,219,2.4,2,0,2,2,0,0,1,0,0.82,0.00,0.82,0.82,0.82,Matches,,,,,,,,,,,,
2007-2008,Antti Niemi,fi FIN,GK,Fulham,35,1972,22,22,"1,980",22.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Mark Noble,eng ENG,MF,West Ham,20,1987,31,25,"2,289",25.4,3,3,6,1,2,2,6,0,0.12,0.12,0.24,0.04,0.16,Matches,,,,,,,,,,,,
2007-2008,Kevin Nolan,eng ENG,MF,Bolton,25,1982,33,33,"2,765",30.7,5,3,8,5,0,0,10,0,0.16,0.10,0.26,0.16,0.26,Matches,,,,,,,,,,,,
2007-2008,Nyron Nosworthy,jm JAM,DF,Sunderland,26,1980,29,29,"2,514",27.9,0,1,1,0,0,0,3,0,0.00,0.04,0.04,0.00,0.04,Matches,,,,,,,,,,,,
2007-2008,David Nugent,eng ENG,FW,Portsmouth,22,1985,15,5,625,6.9,0,1,1,0,0,0,0,0,0.00,0.14,0.14,0.00,0.14,Matches,,,,,,,,,,,,
2007-2008,Lewin Nyatanga,wls WAL,DF,Derby County,18,1988,2,2,180,2.0,1,0,1,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches,,,,,,,,,,,,
2007-2008,Andy O'Brien,ie IRL,DF,Bolton,28,1979,32,31,"2,821",31.3,0,1,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,,,,,,
2007-2008,Joey O'Brien,ie IRL,"DF,MF",Bolton,21,1986,19,15,"1,321",14.7,0,1,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches,,,,,,,,,,,,
2007-2008,Garry O'Connor,sct SCO,FW,Birmingham City,24,1983,23,5,785,8.7,2,0,2,2,0,0,0,0,0.23,0.00,0.23,0.23,0.23,Matches,,,,,,,,,,,,
2007-2008,Roy O'Donovan,ie IRL,"FW,MF",Sunderland,21,1985,17,4,459,5.1,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Jamie O'Hara,eng ENG,MF,Tottenham,20,1986,17,9,897,10.0,1,0,1,1,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches,,,,,,,,,,,,
2007-2008,Gary O'Neil,eng ENG,MF,Portsmouth,24,1983,2,2,141,1.6,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Gary O'Neil,eng ENG,MF,Middlesbrough,24,1983,26,25,"2,189",24.3,0,3,3,0,0,0,8,0,0.00,0.12,0.12,0.00,0.12,Matches,,,,,,,,,,,,
2007-2008,John O'Shea,ie IRL,"DF,MF",Manchester Utd,26,1981,28,10,"1,147",12.7,0,1,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches,,,,,,,,,,,,
2007-2008,Matt Oakley,eng ENG,MF,Derby County,29,1977,19,19,"1,668",18.5,3,0,3,3,0,0,3,0,0.16,0.00,0.16,0.16,0.16,Matches,,,,,,,,,,,,
2007-2008,John Obi Mikel,ng NGA,MF,Chelsea,20,1987,29,21,"1,954",21.7,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Salomon Olembé,cm CMR,MF,Wigan Athletic,26,1980,8,2,203,2.3,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Martin Olsson,se SWE,"DF,MF",Blackburn,19,1988,2,0,19,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Elliot Omozusi,eng ENG,DF,Fulham,18,1988,8,8,689,7.7,0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Nedum Onuoha,eng ENG,DF,Manchester City,20,1986,16,13,"1,222",13.6,1,1,2,1,0,0,0,0,0.07,0.07,0.15,0.07,0.15,Matches,,,,,,,,,,,,
2007-2008,André Ooijer,nl NED,DF,Blackburn,33,1974,27,23,"2,026",22.5,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Isaiah Osbourne,eng ENG,MF,Aston Villa,19,1987,8,1,168,1.9,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Leon Osman,eng ENG,MF,Everton,26,1981,28,26,"2,313",25.7,4,1,5,4,0,0,0,0,0.16,0.04,0.19,0.16,0.19,Matches,,,,,,,,,,,,
2007-2008,John Oster,wls WAL,MF,Reading,28,1978,18,12,"1,016",11.3,0,2,2,0,0,0,1,0,0.00,0.18,0.18,0.00,0.18,Matches,,,,,,,,,,,,
2007-2008,Borja Oubiña,es ESP,MF,Birmingham City,25,1982,2,1,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Michael Owen,eng ENG,FW,Newcastle Utd,27,1979,29,24,"2,175",24.2,11,0,11,9,2,2,2,0,0.46,0.00,0.46,0.37,0.37,Matches,,,,,,,,,,,,
2007-2008,John Paintsil,gh GHA,"DF,MF",West Ham,26,1981,14,4,683,7.6,0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Wilson Palacios,hn HON,MF,Wigan Athletic,23,1984,16,16,"1,390",15.4,0,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Wilson Palacios,hn HON,MF,Birmingham City,23,1984,7,4,339,3.8,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Noé Pamarot,fr FRA,DF,Portsmouth,28,1979,18,14,"1,167",13.0,1,0,1,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches,,,,,,,,,,,,
2007-2008,Scott Parker,eng ENG,MF,West Ham,26,1980,18,17,"1,425",15.8,1,0,1,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches,,,,,,,,,,,,
2007-2008,Stuart Parnaby,eng ENG,DF,Birmingham City,25,1982,13,4,644,7.2,0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Ian Pearce,eng ENG,DF,Fulham,33,1974,1,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Stephen Pearson,sct SCO,MF,Derby County,24,1982,24,23,"1,992",22.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Jermaine Pennant,eng ENG,MF,Liverpool,24,1983,18,14,"1,128",12.5,2,2,4,2,0,0,3,0,0.16,0.16,0.32,0.16,0.32,Matches,,,,,,,,,,,,
2007-2008,Robin van Persie,nl NED,FW,Arsenal,23,1983,15,13,"1,071",11.9,7,2,9,5,2,3,2,0,0.59,0.17,0.76,0.42,0.59,Matches,,,,,,,,,,,,
2007-2008,Martin Petrov,bg BUL,"FW,MF",Manchester City,28,1979,34,34,"2,972",33.0,5,8,13,5,0,0,2,1,0.15,0.24,0.39,0.15,0.39,Matches,,,,,,,,,,,,
2007-2008,Stiliyan Petrov,bg BUL,MF,Aston Villa,28,1979,28,22,"1,843",20.5,1,1,2,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches,,,,,,,,,,,,
2007-2008,Steven Pienaar,za RSA,MF,Everton,25,1982,28,25,"2,079",23.1,2,5,7,2,0,0,6,0,0.09,0.22,0.30,0.09,0.30,Matches,,,,,,,,,,,,
2007-2008,Gerard Piqué,es ESP,DF,Manchester Utd,20,1987,9,5,482,5.4,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Claudio Pizarro,pe PER,FW,Chelsea,28,1978,21,4,693,7.7,2,1,3,2,0,0,1,0,0.26,0.13,0.39,0.26,0.39,Matches,,,,,,,,,,,,
2007-2008,Damien Plessis,fr FRA,MF,Liverpool,19,1988,2,2,180,2.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Emanuel Pogatetz,at AUT,DF,Middlesbrough,24,1983,24,23,"2,131",23.7,0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Mike Pollitt,eng ENG,GK,Wigan Athletic,35,1972,1,1,90,1.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Rade Prica,se SWE,FW,Sunderland,27,1980,6,0,210,2.3,1,0,1,1,0,0,1,0,0.43,0.00,0.43,0.43,0.43,Matches,,,,,,,,,,,,
2007-2008,Lewis Price,wls WAL,GK,Derby County,23,1984,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Franck Queudrue,fr FRA,DF,Birmingham City,28,1978,16,14,"1,216",13.5,0,1,1,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,Matches,,,,,,,,,,,,
2007-2008,Peter Ramage,eng ENG,DF,Newcastle Utd,23,1983,3,0,58,0.6,0,1,1,0,0,0,0,0,0.00,1.55,1.55,0.00,1.55,Matches,,,,,,,,,,,,
2007-2008,Mark Randall,eng ENG,MF,Arsenal,17,1989,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Grzegorz Rasiak,pl POL,FW,Bolton,28,1979,7,2,284,3.2,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Andy Reid,ie IRL,MF,Sunderland,25,1982,13,11,985,10.9,1,2,3,1,0,0,2,0,0.09,0.18,0.27,0.09,0.27,Matches,,,,,,,,,,,,
2007-2008,Kyel Reid,eng ENG,MF,West Ham,19,1987,1,0,12,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Steven Reid,ie IRL,"DF,MF",Blackburn,26,1981,24,20,"1,867",20.7,0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Pepe Reina,es ESP,GK,Liverpool,24,1982,38,38,"3,420",38.0,0,1,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,Matches,,,,,,,,,,,,
2007-2008,Nigel Reo-Coker,eng ENG,MF,Aston Villa,23,1984,36,36,"3,103",34.5,0,3,3,0,0,0,10,1,0.00,0.09,0.09,0.00,0.09,Matches,,,,,,,,,,,,
2007-2008,Micah Richards,eng ENG,DF,Manchester City,19,1988,25,25,"2,250",25.0,0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Kieran Richardson,eng ENG,"DF,MF",Sunderland,22,1984,17,15,"1,109",12.3,3,2,5,3,0,0,3,0,0.24,0.16,0.41,0.24,0.41,Matches,,,,,,,,,,,,
2007-2008,Daniël de Ridder,nl NED,"FW,MF",Birmingham City,23,1984,10,6,578,6.4,0,1,1,0,0,0,1,0,0.00,0.16,0.16,0.00,0.16,Matches,,,,,,,,,,,,
2007-2008,Liam Ridgewell,eng ENG,DF,Birmingham City,23,1984,35,35,"3,091",34.3,1,3,4,1,0,0,10,0,0.03,0.09,0.12,0.03,0.12,Matches,,,,,,,,,,,,
2007-2008,Chris Riggott,eng ENG,DF,Middlesbrough,26,1980,10,9,829,9.2,1,0,1,1,0,0,0,0,0.11,0.00,0.11,0.11,0.11,Matches,,,,,,,,,,,,
2007-2008,Maceo Rigters,nl NED,FW,Blackburn,23,1984,2,0,16,0.2,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Laurent Robert,fr FRA,"FW,MF",Derby County,32,1975,4,3,180,2.0,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Jason Roberts,gd GRN,FW,Blackburn,29,1978,26,11,"1,264",14.0,3,5,8,3,0,0,2,0,0.21,0.36,0.57,0.21,0.57,Matches,,,,,,,,,,,,
2007-2008,Paul Robinson,eng ENG,GK,Tottenham,27,1979,25,25,"2,250",25.0,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Ricardo Rocha,pt POR,DF,Tottenham,28,1978,5,4,425,4.7,0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Fábio Rochemback,br BRA,"DF,MF",Middlesbrough,25,1981,26,21,"1,984",22.0,1,4,5,1,0,0,7,0,0.05,0.18,0.23,0.05,0.23,Matches,,,,,,,,,,,,
2007-2008,Jack Rodwell,eng ENG,"DF,MF",Everton,16,1991,2,0,5,0.1,0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches,,,,,,,,,,,,
2007-2008,Cristiano Ronaldo,pt POR,"FW,MF",Manchester Utd,22,1985,34,31,"2,747",30.5,31,6,37,27,4,5,5,1,1.02,0.20,1.21,0.88,1.08,Matches,,,,,,,,,,,,
